id,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
2124,2011-08-16,roux,45.0,5.0,36399.0,M,licence,archeologie,74.0,oui,0
2125,2012-03-12,brun,30.0,10.0,30191.0,M,doctorat,forage,97.9,oui,0
2126,2011-06-14,chatain,34.0,7.0,34979.0,F,master,detective,83.68,oui,0
2127,2012-08-24,chatain,51.0,9.0,37391.0,M,master,forage,54.58,non,0
2128,2013-06-09,blond,38.0,14.0,40766.0,M,licence,geologie,68.71,oui,0
2129,2011-08-22,chatain,22.0,8.0,36912.0,M,master,geologie,77.65,oui,0
2130,2010-04-20,blond,44.0,15.0,31551.0,M,licence,geologie,67.59,non,0
2131,2012-09-20,brun,36.0,10.0,44231.0,M,licence,geologie,45.6,non,0
2132,2013-10-20,blond,19.0,10.0,35029.0,M,licence,forage,79.35,non,0
2133,2011-07-27,roux,58.0,11.0,44361.0,M,licence,geologie,75.42,oui,0
2134,2011-09-20,blond,34.0,6.0,28469.0,M,master,forage,79.82,non,0
2135,2012-04-10,chatain,37.0,9.0,31441.0,F,master,detective,47.48,non,1
2136,2010-01-08,blond,34.0,3.0,30075.0,F,master,archeologie,103.41,oui,0
2137,2010-08-31,blond,37.0,16.0,31827.0,M,licence,geologie,56.13,non,0
2138,2010-05-08,chatain,51.0,4.0,32350.0,M,doctorat,geologie,77.42,oui,0
2139,2010-01-14,blond,27.0,8.0,34552.0,F,licence,archeologie,93.81,oui,0
2140,2014-04-08,blond,36.0,12.0,33416.0,M,licence,detective,67.6,oui,0
2141,2014-10-23,brun,19.0,11.0,27780.0,M,doctorat,geologie,106.6,oui,0
2142,2014-11-26,brun,42.0,11.0,43650.0,M,master,detective,52.9,oui,0
2143,2014-12-07,chatain,30.0,13.0,34590.0,F,master,forage,105.36,oui,0
2144,2014-08-11,blond,35.0,6.0,34315.0,M,bac,detective,87.57,non,1
2145,2010-03-19,blond,40.0,9.0,27219.0,F,master,forage,102.22,non,0
2146,2012-04-18,blond,14.0,7.0,36356.0,M,licence,geologie,51.21,non,0
2147,2010-03-25,blond,26.0,10.0,39100.0,M,bac,forage,60.13,non,0
2148,2013-04-19,blond,32.0,7.0,40454.0,M,licence,detective,88.52,oui,1
2149,2011-07-25,brun,37.0,8.0,30286.0,F,licence,geologie,80.96,non,0
2150,2010-12-02,chatain,12.0,11.0,27084.0,F,master,geologie,42.82,non,1
2151,2013-04-17,roux,35.0,10.0,33715.0,M,bac,geologie,61.9,non,0
2152,2012-12-15,roux,40.0,9.0,38997.0,F,bac,detective,69.28,non,0
2153,2010-06-20,chatain,22.0,5.0,30884.0,M,licence,detective,71.71,non,1
2154,2012-11-17,brun,44.0,11.0,40136.0,M,licence,forage,58.85,oui,0
2155,2014-08-10,blond,25.0,8.0,39371.0,M,licence,geologie,76.04,,0
2156,2011-12-06,roux,45.0,11.0,36040.0,M,licence,archeologie,64.48,oui,0
2157,2011-04-29,brun,22.0,7.0,44002.0,M,licence,geologie,83.4,non,0
2158,2014-04-10,blond,37.0,9.0,31711.0,M,master,forage,95.79,oui,0
2159,2013-09-14,chatain,45.0,8.0,39384.0,F,master,forage,99.13,oui,0
2160,2014-05-07,brun,35.0,10.0,37812.0,M,master,forage,71.2,oui,0
2161,2013-01-20,brun,35.0,12.0,35309.0,F,licence,geologie,69.18,non,0
2162,2010-10-28,brun,27.0,10.0,32084.0,M,licence,geologie,55.73,non,0
2163,2012-06-29,blond,54.0,7.0,37606.0,M,licence,geologie,80.38,non,0
2164,2012-01-15,chatain,21.0,11.0,37538.0,F,licence,forage,58.76,non,1
2165,2012-03-12,blond,36.0,10.0,39560.0,M,bac,geologie,61.34,non,0
2166,2012-03-08,chatain,38.0,10.0,42835.0,F,master,detective,98.46,oui,0
2167,2013-10-25,blond,38.0,16.0,40991.0,M,licence,geologie,96.31,oui,0
2168,2014-09-14,brun,53.0,7.0,30778.0,F,master,forage,78.37,non,0
2169,2013-11-08,brun,38.0,9.0,29942.0,F,master,geologie,70.79,non,0
2170,2012-11-12,blond,15.0,7.0,36766.0,M,master,archeologie,98.99,oui,0
2171,2013-02-07,roux,40.0,14.0,39235.0,M,licence,detective,74.03,oui,0
2172,2012-08-02,chatain,35.0,9.0,42436.0,F,licence,archeologie,78.18,oui,0
2173,2014-06-23,chatain,35.0,7.0,37989.0,M,master,geologie,84.71,oui,0
2174,2012-11-02,chatain,37.0,7.0,34393.0,M,doctorat,geologie,86.31,oui,0
2175,2013-09-21,roux,55.0,12.0,30787.0,M,licence,,84.74,non,0
2176,2014-12-16,blond,32.0,12.0,44689.0,M,bac,geologie,55.13,non,0
2177,2014-03-16,chatain,39.0,13.0,31503.0,F,doctorat,forage,87.88,oui,0
2178,2014-02-23,brun,36.0,10.0,31147.0,M,master,geologie,75.22,non,0
2179,2010-12-10,roux,33.0,8.0,28417.0,F,licence,detective,78.75,non,0
2180,2013-11-09,roux,26.0,8.0,25628.0,F,master,forage,108.96,non,0
2181,2012-06-27,chatain,30.0,10.0,35132.0,M,master,geologie,56.14,non,0
2182,,brun,35.0,17.0,36906.0,M,master,geologie,66.94,non,0
2183,2010-09-19,blond,44.0,6.0,46874.0,M,licence,detective,58.86,oui,0
2184,2013-05-04,chatain,49.0,13.0,37371.0,M,doctorat,geologie,76.38,oui,0
2185,2012-07-26,chatain,39.0,4.0,35797.0,M,doctorat,geologie,61.77,oui,0
2186,2013-10-10,chatain,37.0,12.0,40939.0,F,master,archeologie,71.38,oui,0
2187,2011-06-26,roux,15.0,8.0,30057.0,F,licence,detective,72.97,non,0
2188,2013-11-21,blond,31.0,9.0,35921.0,M,licence,geologie,47.5,non,0
2189,2010-02-03,chatain,42.0,6.0,42311.0,M,licence,detective,52.39,non,0
2190,2014-01-07,blond,38.0,8.0,33872.0,M,licence,geologie,63.87,non,0
2191,2011-11-07,brun,38.0,8.0,41517.0,M,licence,geologie,80.44,oui,0
2192,2011-03-11,chatain,44.0,3.0,44845.0,F,licence,detective,56.9,oui,0
2193,2012-09-23,chatain,41.0,9.0,37068.0,M,master,geologie,69.07,non,0
2194,2014-10-04,blond,31.0,10.0,36127.0,M,bac,geologie,57.18,non,0
2195,2010-11-16,brun,49.0,9.0,42251.0,M,licence,geologie,68.15,oui,0
2196,2014-04-22,chatain,23.0,17.0,28763.0,M,master,geologie,77.41,non,0
2197,2013-12-13,chatain,34.0,7.0,37208.0,F,master,forage,94.42,non,0
2198,2014-08-03,roux,40.0,9.0,43155.0,M,bac,forage,64.29,non,0
2199,2012-10-25,blond,28.0,8.0,33484.0,F,licence,,74.45,non,0
2200,2013-02-13,brun,13.0,9.0,33320.0,F,master,archeologie,86.01,oui,0
2201,2011-08-19,chatain,38.0,10.0,38862.0,F,master,archeologie,80.76,oui,0
2202,2014-10-17,chatain,37.0,10.0,33538.0,F,doctorat,detective,93.34,,0
2203,2011-02-11,blond,35.0,9.0,33346.0,M,licence,forage,53.9,non,0
2204,2012-03-01,chatain,41.0,14.0,36282.0,F,master,detective,84.03,oui,0
2205,2011-04-09,blond,37.0,9.0,33426.0,M,master,geologie,72.13,oui,0
2206,2013-06-20,brun,35.0,10.0,33008.0,F,master,detective,73.31,non,0
2207,2011-01-03,,43.0,8.0,32502.0,M,doctorat,geologie,93.27,oui,0
2208,2013-02-22,roux,50.0,12.0,24850.0,M,licence,geologie,64.48,non,0
2209,2011-12-25,blond,43.0,10.0,32165.0,M,master,detective,79.97,oui,0
2210,2010-05-03,brun,42.0,6.0,31817.0,F,licence,forage,72.98,non,0
2211,2014-04-25,roux,27.0,8.0,32730.0,M,master,detective,97.01,oui,0
2212,2012-12-07,chatain,54.0,11.0,41431.0,F,bac,geologie,46.15,non,0
2213,2010-02-02,brun,46.0,13.0,37270.0,F,licence,geologie,63.56,non,0
2214,2013-08-26,blond,40.0,6.0,33132.0,M,licence,geologie,88.24,non,0
2215,2014-05-26,blond,8.0,12.0,35719.0,M,master,detective,99.81,oui,0
2216,2010-02-02,roux,35.0,8.0,29170.0,M,doctorat,geologie,102.25,oui,1
2217,2011-07-27,brun,37.0,10.0,35469.0,M,master,geologie,75.95,oui,1
2218,2010-07-19,chatain,40.0,7.0,34227.0,M,master,geologie,71.35,oui,1
2219,2013-08-10,brun,35.0,13.0,36245.0,M,licence,geologie,63.83,non,0
2220,2010-02-04,brun,34.0,10.0,42835.0,M,bac,geologie,45.44,non,0
2221,2012-10-03,chatain,32.0,14.0,30247.0,F,doctorat,detective,82.31,oui,0
2222,2012-01-03,blond,34.0,14.0,36118.0,M,licence,geologie,75.9,non,0
2223,2012-02-19,brun,31.0,13.0,39711.0,M,licence,geologie,46.71,non,0
2224,2012-08-12,blond,47.0,7.0,35907.0,M,licence,geologie,70.79,,0
2225,2011-08-03,brun,28.0,8.0,42243.0,M,master,geologie,57.9,oui,0
2226,2011-06-12,blond,32.0,9.0,37727.0,M,bac,detective,47.92,non,0
2227,2010-01-13,roux,24.0,8.0,34698.0,M,licence,detective,87.27,oui,0
2228,2010-12-30,roux,45.0,13.0,29508.0,M,master,geologie,90.97,non,0
2229,2010-06-08,chatain,25.0,11.0,38124.0,M,master,detective,86.99,oui,0
2230,2013-11-13,chatain,47.0,6.0,37109.0,M,doctorat,forage,78.82,oui,0
2231,2014-11-14,brun,34.0,8.0,28581.0,M,doctorat,detective,102.91,oui,0
2232,2013-09-28,chatain,39.0,12.0,33962.0,M,doctorat,geologie,97.8,oui,0
2233,2012-05-30,chatain,21.0,10.0,32944.0,F,licence,archeologie,43.97,non,1
2234,2012-05-27,blond,42.0,8.0,35844.0,F,bac,geologie,73.96,non,0
2235,2014-02-03,chatain,35.0,13.0,24744.0,F,master,detective,69.28,non,0
2236,2010-04-17,brun,41.0,9.0,24066.0,F,master,geologie,96.62,non,0
2237,2011-10-05,chatain,66.0,6.0,35393.0,M,master,forage,55.93,non,0
2238,2014-08-16,blond,25.0,7.0,38422.0,M,bac,geologie,51.72,non,0
2239,2014-11-03,brun,35.0,12.0,33768.0,M,licence,geologie,65.41,non,0
2240,2014-01-17,roux,27.0,8.0,36693.0,M,licence,archeologie,52.76,oui,0
2241,2011-04-27,chatain,36.0,14.0,29855.0,F,doctorat,detective,114.11,oui,0
2242,2011-10-07,blond,25.0,8.0,38795.0,M,bac,geologie,59.08,non,0
2243,2014-12-27,chatain,29.0,13.0,33011.0,M,doctorat,forage,98.41,oui,0
2244,2011-07-01,blond,50.0,6.0,36718.0,M,master,detective,82.43,oui,1
2245,2014-05-28,brun,42.0,8.0,29115.0,M,licence,geologie,59.52,non,0
2246,2014-02-21,chatain,24.0,9.0,28361.0,F,master,geologie,89.56,non,0
2247,2013-07-08,chatain,71.0,11.0,40879.0,F,,geologie,63.12,oui,1
2248,2011-01-03,brun,29.0,6.0,42305.0,M,licence,geologie,65.27,non,0
2249,2012-04-27,blond,38.0,10.0,41414.0,M,master,archeologie,93.47,oui,0
2250,2011-01-26,blond,43.0,13.0,39200.0,M,licence,forage,49.51,non,0
2251,2010-04-28,blond,32.0,9.0,34927.0,M,master,geologie,72.32,non,0
2252,2011-12-25,chatain,38.0,10.0,40253.0,M,licence,geologie,71.48,non,0
2253,2012-05-10,chatain,38.0,8.0,44094.0,M,licence,geologie,40.5,non,0
2254,2013-09-30,chatain,42.0,12.0,26427.0,F,doctorat,detective,124.28,oui,1
2255,2010-05-24,blond,39.0,8.0,37114.0,M,master,forage,72.77,oui,0
2256,2014-03-06,brun,27.0,9.0,28581.0,M,master,geologie,78.55,non,0
2257,2014-09-01,roux,38.0,11.0,28975.0,M,licence,geologie,86.32,non,0
2258,2013-06-17,chatain,36.0,9.0,40378.0,M,licence,forage,54.66,non,0
2259,2014-06-24,blond,31.0,10.0,39978.0,M,master,geologie,78.84,oui,1
2260,2013-06-30,roux,30.0,3.0,28571.0,M,master,forage,72.55,oui,0
2261,2010-08-13,blond,46.0,9.0,31632.0,M,master,forage,73.4,oui,0
2262,2010-01-04,brun,35.0,5.0,36807.0,M,master,forage,77.51,oui,0
2263,2011-01-09,chatain,27.0,8.0,30960.0,F,master,forage,90.76,non,0
2264,2010-11-19,roux,35.0,11.0,35657.0,M,bac,geologie,50.36,non,0
2265,2010-07-26,blond,25.0,3.0,40431.0,F,bac,geologie,76.01,non,0
2266,2013-02-27,chatain,47.0,7.0,30952.0,F,master,geologie,90.76,non,0
2267,2011-06-01,brun,41.0,9.0,31856.0,F,doctorat,archeologie,127.77,oui,0
2268,2010-04-19,chatain,15.0,5.0,36953.0,F,licence,forage,65.05,non,0
2269,2013-01-15,chatain,35.0,9.0,32608.0,F,master,detective,67.64,non,0
2270,2012-02-23,blond,30.0,13.0,39952.0,M,bac,geologie,53.52,non,0
2271,2014-11-11,brun,45.0,11.0,32771.0,F,licence,geologie,67.16,non,0
2272,2013-08-30,roux,25.0,10.0,34699.0,M,licence,forage,76.81,oui,0
2273,2010-09-29,roux,27.0,10.0,34347.0,M,licence,detective,107.25,oui,1
2274,2010-05-21,chatain,41.0,10.0,39096.0,F,doctorat,detective,87.89,oui,0
2275,2011-12-14,chatain,36.0,10.0,37733.0,F,licence,detective,,non,0
2276,2010-04-10,blond,46.0,9.0,39732.0,M,bac,forage,50.79,non,0
2277,2010-09-24,brun,33.0,9.0,32040.0,F,licence,detective,74.41,non,0
2278,2011-10-04,chatain,22.0,8.0,37768.0,F,master,detective,95.3,oui,0
2279,2010-12-14,chatain,33.0,11.0,28577.0,F,doctorat,geologie,98.37,non,0
2280,2011-12-07,brun,29.0,7.0,33515.0,F,master,geologie,59.03,non,1
2281,2010-12-06,blond,35.0,10.0,28669.0,M,master,geologie,89.37,non,0
2282,2012-11-10,blond,52.0,15.0,37722.0,M,licence,detective,69.51,oui,0
2283,2014-04-26,chatain,56.0,10.0,27685.0,M,doctorat,geologie,71.52,non,0
2284,2014-07-02,chatain,44.0,4.0,35572.0,M,doctorat,forage,81.87,oui,0
2285,2010-06-13,chatain,39.0,10.0,37408.0,F,licence,geologie,69.04,non,0
2286,2014-01-25,roux,41.0,7.0,35293.0,M,bac,forage,80.49,non,0
2287,2011-07-16,roux,48.0,10.0,39551.0,M,licence,geologie,68.15,oui,0
2288,2014-09-15,blond,50.0,11.0,44331.0,M,bac,geologie,48.15,oui,0
2289,2012-05-23,blond,20.0,7.0,33750.0,F,master,archeologie,104.51,oui,0
2290,2014-01-25,brun,31.0,14.0,35398.0,M,licence,geologie,65.66,non,0
2291,2013-07-07,blond,45.0,4.0,30167.0,M,licence,geologie,43.01,non,0
2292,2011-04-17,blond,46.0,8.0,35906.0,M,licence,forage,93.4,oui,0
2293,2012-01-21,blond,29.0,10.0,27432.0,M,bac,geologie,49.2,non,0
2294,2014-03-10,blond,27.0,9.0,37396.0,M,doctorat,detective,76.48,oui,0
2295,2013-08-25,brun,33.0,7.0,40303.0,M,licence,forage,70.28,oui,0
2296,2013-12-19,blond,34.0,12.0,26019.0,F,master,geologie,106.21,non,0
2297,2013-12-05,roux,50.0,12.0,29838.0,M,licence,geologie,64.17,non,0
2298,2011-01-23,chatain,28.0,9.0,37418.0,F,licence,geologie,62.52,non,1
2299,2011-01-08,blond,12.0,7.0,35985.0,M,bac,geologie,79.71,non,0
2300,2011-06-04,blond,28.0,5.0,35740.0,M,licence,forage,82.38,oui,1
2301,2010-08-28,chatain,24.0,8.0,37179.0,F,master,archeologie,76.95,oui,0
2302,2013-07-23,chatain,38.0,10.0,36586.0,F,doctorat,detective,87.92,oui,0
2303,2014-03-11,brun,40.0,9.0,41493.0,M,doctorat,geologie,75.65,oui,1
2304,2010-05-20,blond,40.0,15.0,31763.0,M,licence,forage,79.36,oui,0
2305,2012-08-21,brun,28.0,12.0,35793.0,F,bac,geologie,60.76,non,0
2306,2010-11-12,chatain,50.0,10.0,32766.0,M,licence,detective,65.99,non,1
2307,2014-11-02,blond,41.0,8.0,36921.0,F,licence,detective,70.92,non,0
2308,2011-07-24,brun,26.0,9.0,35988.0,M,master,forage,76.3,oui,0
2309,2010-11-04,brun,34.0,10.0,25021.0,M,master,geologie,66.73,non,0
2310,2010-10-23,chatain,43.0,10.0,34210.0,F,master,forage,73.09,non,0
2311,2011-05-03,chatain,37.0,6.0,29088.0,M,master,archeologie,45.75,non,1
2312,2012-02-03,brun,44.0,10.0,29751.0,M,master,geologie,65.32,non,0
2313,2014-12-08,brun,32.0,11.0,30197.0,F,licence,detective,65.34,non,0
2314,2011-10-08,chatain,28.0,10.0,33791.0,F,doctorat,detective,94.49,oui,0
2315,2010-12-23,,34.0,9.0,38251.0,M,master,forage,58.77,oui,0
2316,2012-03-10,chatain,35.0,11.0,28974.0,F,master,forage,78.76,non,1
2317,2014-01-17,blond,,11.0,35605.0,M,licence,detective,60.79,non,0
2318,2013-09-22,chatain,19.0,15.0,35027.0,F,doctorat,archeologie,98.26,oui,0
2319,2013-01-11,blond,67.0,8.0,32840.0,M,master,geologie,91.97,oui,0
2320,2014-03-26,brun,25.0,11.0,39018.0,F,master,detective,84.03,oui,0
2321,2011-10-24,roux,33.0,7.0,35380.0,M,licence,geologie,52.59,non,0
2322,2010-02-08,brun,26.0,5.0,29397.0,F,licence,geologie,56.9,non,0
2323,2010-03-17,blond,27.0,7.0,30345.0,F,licence,forage,72.51,non,0
2324,2010-04-17,blond,46.0,13.0,31561.0,M,master,archeologie,74.84,oui,0
2325,2014-06-08,brun,23.0,12.0,31763.0,F,master,detective,76.33,oui,0
2326,2013-06-24,chatain,32.0,11.0,37689.0,M,master,forage,70.9,oui,0
2327,2010-06-23,blond,42.0,13.0,40764.0,M,bac,forage,56.75,non,0
2328,2011-09-06,chatain,43.0,9.0,31719.0,F,master,geologie,81.25,non,0
2329,2014-09-13,blond,31.0,12.0,35957.0,M,licence,geologie,74.11,non,0
2330,2012-07-24,brun,37.0,2.0,33836.0,M,master,detective,74.43,oui,0
2331,2010-04-08,roux,18.0,6.0,40635.0,M,bac,geologie,40.37,non,0
2332,2014-03-27,chatain,39.0,11.0,37180.0,F,master,forage,86.07,oui,0
2333,,blond,35.0,9.0,42518.0,M,bac,forage,62.3,non,0
2334,2013-04-25,blond,23.0,12.0,28360.0,F,licence,geologie,106.94,non,0
2335,2011-12-26,blond,31.0,10.0,37978.0,M,licence,geologie,78.03,non,0
2336,2011-04-19,brun,44.0,10.0,29126.0,M,master,geologie,61.05,non,1
2337,2014-09-27,chatain,40.0,3.0,39421.0,M,licence,geologie,73.08,non,0
2338,2013-07-25,brun,39.0,9.0,34281.0,F,licence,forage,50.02,non,0
2339,2010-06-17,blond,39.0,6.0,28649.0,F,licence,detective,85.88,non,0
2340,2010-06-21,brun,47.0,15.0,36516.0,M,master,detective,86.88,oui,0
2341,2012-03-01,blond,47.0,5.0,39515.0,M,bac,detective,54.38,non,0
2342,2014-02-09,brun,48.0,9.0,34472.0,F,licence,detective,88.51,non,0
2343,2010-09-18,chatain,42.0,10.0,28465.0,F,master,forage,71.09,non,0
2344,2010-12-15,blond,56.0,8.0,42872.0,M,master,geologie,84.19,oui,1
2345,2011-07-22,blond,46.0,9.0,32632.0,F,licence,forage,64.35,non,0
2346,2011-06-10,chatain,50.0,11.0,43528.0,F,licence,archeologie,63.92,non,1
2347,2011-02-21,brun,30.0,8.0,39885.0,M,master,geologie,72.84,oui,1
2348,2012-11-06,blond,34.0,4.0,30606.0,M,master,detective,90.44,oui,0
2349,2010-01-07,chatain,50.0,8.0,37310.0,F,master,forage,82.28,oui,0
2350,2010-09-08,blond,33.0,10.0,36548.0,M,master,geologie,79.72,oui,0
2351,2014-12-15,chatain,29.0,9.0,45125.0,F,licence,archeologie,68.29,oui,0
2352,2014-11-24,chatain,30.0,12.0,45855.0,M,licence,geologie,55.98,non,0
2353,2013-02-18,brun,30.0,1.0,39565.0,M,bac,geologie,62.85,non,0
2354,2014-10-26,brun,35.0,14.0,34443.0,M,master,forage,74.41,oui,0
2355,2013-07-15,brun,21.0,13.0,34608.0,M,licence,geologie,58.92,non,0
2356,2012-01-23,blond,30.0,5.0,38479.0,F,licence,forage,77.55,non,0
2357,2012-02-21,chatain,39.0,11.0,32308.0,M,doctorat,forage,94.42,oui,0
2358,2013-11-06,brun,58.0,11.0,28842.0,,master,geologie,96.65,non,0
2359,2010-12-03,roux,31.0,10.0,36392.0,M,licence,forage,79.14,oui,0
2360,2013-08-01,blond,41.0,8.0,38076.0,F,licence,forage,89.59,oui,0
2361,2010-03-06,brun,39.0,7.0,38918.0,F,licence,detective,68.71,non,0
2362,2013-11-03,roux,35.0,8.0,22339.0,M,doctorat,forage,80.6,oui,0
2363,2011-09-16,blond,37.0,14.0,31320.0,M,licence,geologie,67.7,non,0
2364,2014-09-30,roux,36.0,9.0,38216.0,M,licence,geologie,70.5,oui,0
2365,2010-11-06,brun,39.0,15.0,44313.0,M,bac,forage,50.38,non,0
2366,2010-09-09,chatain,43.0,9.0,35164.0,F,licence,geologie,53.2,non,1
2367,2011-01-27,roux,43.0,8.0,31862.0,M,licence,forage,81.8,non,0
2368,2010-05-28,blond,48.0,10.0,29824.0,M,master,geologie,87.61,non,0
2369,2013-05-19,brun,36.0,15.0,43816.0,M,licence,geologie,58.34,oui,0
2370,2011-04-10,chatain,41.0,14.0,32776.0,F,master,geologie,103.82,oui,0
2371,2010-10-27,brun,24.0,5.0,39979.0,M,licence,geologie,80.65,non,0
2372,2014-06-21,brun,21.0,12.0,34523.0,F,licence,archeologie,73.92,non,0
2373,2014-09-01,blond,61.0,11.0,41762.0,M,licence,geologie,45.91,non,0
2374,2012-08-08,brun,33.0,8.0,35564.0,M,master,geologie,76.2,oui,0
2375,2013-12-31,blond,32.0,14.0,27120.0,F,master,forage,88.36,non,0
2376,2013-04-28,chatain,39.0,11.0,34903.0,F,doctorat,forage,104.5,oui,0
2377,2013-12-02,brun,25.0,14.0,32416.0,M,master,geologie,74.71,non,0
2378,2010-03-18,blond,53.0,9.0,39023.0,M,licence,geologie,56.56,non,0
2379,2011-09-30,brun,24.0,13.0,46903.0,F,bac,forage,50.76,non,0
2380,2012-10-18,brun,27.0,9.0,31861.0,F,doctorat,archeologie,95.54,oui,0
2381,2013-09-09,brun,51.0,8.0,26731.0,F,master,archeologie,102.94,oui,0
2382,2011-10-17,blond,47.0,8.0,38364.0,F,licence,forage,82.95,non,0
2383,2010-08-11,blond,54.0,14.0,32531.0,M,master,forage,58.95,non,0
2384,2012-11-06,roux,26.0,8.0,28776.0,M,licence,geologie,65.68,non,0
2385,2014-02-28,brun,42.0,12.0,40044.0,M,licence,detective,32.6,oui,0
2386,2010-01-23,brun,41.0,17.0,33355.0,M,doctorat,archeologie,87.44,oui,0
2387,2011-04-17,brun,,7.0,34767.0,F,licence,geologie,82.16,non,0
2388,2011-10-17,brun,31.0,7.0,34493.0,M,master,geologie,63.69,oui,0
2389,2011-09-11,chatain,42.0,12.0,37532.0,M,licence,geologie,42.68,non,0
2390,2010-02-12,brun,32.0,8.0,38744.0,M,licence,geologie,57.33,non,0
2391,2013-09-19,brun,36.0,10.0,35342.0,F,licence,geologie,68.29,non,0
2392,2012-09-05,chatain,42.0,11.0,38797.0,F,doctorat,forage,77.99,oui,0
2393,2013-04-02,chatain,33.0,12.0,30532.0,M,doctorat,geologie,71.04,oui,1
2394,2010-05-20,blond,37.0,5.0,40283.0,M,master,geologie,79.46,oui,1
2395,2013-10-09,chatain,43.0,14.0,28913.0,M,doctorat,geologie,64.12,non,1
2396,2013-06-21,brun,26.0,15.0,35788.0,M,licence,geologie,76.38,non,0
2397,2012-03-24,chatain,36.0,10.0,27628.0,M,doctorat,geologie,87.25,non,0
2398,2010-07-18,brun,23.0,12.0,30824.0,F,doctorat,detective,98.12,oui,0
2399,2014-02-17,blond,36.0,13.0,36531.0,M,master,detective,85.51,oui,0
2400,2012-04-10,brun,35.0,9.0,35567.0,M,licence,geologie,58.14,non,0
2401,2014-05-28,brun,,9.0,32767.0,M,master,geologie,75.05,non,0
2402,2010-06-25,chatain,32.0,9.0,36421.0,F,master,detective,93.8,oui,0
2403,2013-02-01,brun,32.0,9.0,40322.0,M,licence,geologie,73.26,oui,0
2404,2010-02-10,blond,41.0,8.0,24419.0,F,master,forage,96.26,non,0
2405,2012-12-24,brun,56.0,10.0,33770.0,F,master,archeologie,99.66,oui,0
2406,2013-05-25,blond,30.0,10.0,38633.0,M,master,detective,75.32,oui,1
2407,2010-02-19,chatain,34.0,5.0,,M,doctorat,geologie,85.15,non,0
2408,2013-02-05,brun,27.0,13.0,31247.0,F,master,forage,106.5,oui,0
2409,2013-03-23,blond,43.0,,28664.0,F,licence,geologie,97.38,non,0
2410,2011-11-19,blond,42.0,10.0,33455.0,M,master,geologie,105.36,oui,0
2411,2010-04-20,blond,29.0,11.0,40754.0,M,licence,geologie,42.27,non,0
2412,2013-01-26,chatain,49.0,16.0,28215.0,F,doctorat,detective,96.84,oui,0
2413,2011-01-11,brun,33.0,7.0,27769.0,M,master,geologie,69.81,non,0
2414,2011-05-22,blond,36.0,13.0,34139.0,M,licence,geologie,81.55,non,0
2415,2010-09-10,blond,21.0,4.0,37938.0,M,licence,geologie,49.7,oui,0
2416,2013-11-11,blond,37.0,9.0,33406.0,F,licence,forage,61.47,non,0
2417,2011-11-01,brun,40.0,10.0,33602.0,M,licence,geologie,71.69,non,0
2418,2010-02-26,chatain,56.0,7.0,39510.0,M,licence,forage,55.43,non,0
2419,2011-01-26,blond,14.0,9.0,30357.0,M,licence,geologie,61.33,non,0
2420,2012-05-06,brun,44.0,9.0,42178.0,M,licence,,46.33,non,0
2421,2014-08-08,chatain,46.0,12.0,28219.0,M,master,geologie,64.96,non,1
2422,2012-07-19,brun,29.0,6.0,29398.0,M,master,detective,66.76,oui,0
2423,2012-06-20,brun,34.0,8.0,31364.0,F,doctorat,archeologie,93.38,oui,0
2424,2013-10-15,chatain,37.0,,30622.0,M,doctorat,geologie,49.88,non,1
2425,2014-11-29,blond,22.0,11.0,38005.0,M,master,detective,66.85,oui,0
2426,2013-08-17,blond,27.0,14.0,42966.0,M,licence,geologie,45.51,non,0
2427,2012-10-16,blond,41.0,12.0,35003.0,M,licence,forage,65.85,non,0
2428,2014-04-09,blond,36.0,16.0,31981.0,F,licence,detective,100.51,oui,0
2429,2012-08-04,chatain,33.0,7.0,34899.0,M,master,detective,57.19,non,1
2430,2013-01-30,blond,29.0,8.0,29325.0,M,master,geologie,78.14,non,0
2431,2011-10-25,roux,12.0,12.0,32390.0,M,bac,geologie,72.75,non,0
2432,2011-07-15,chatain,49.0,11.0,30878.0,M,doctorat,geologie,92.05,oui,0
2433,2013-12-26,roux,38.0,6.0,28123.0,M,master,geologie,105.26,oui,0
2434,2013-09-05,brun,47.0,9.0,32499.0,F,licence,geologie,65.52,non,0
2435,2013-06-29,blond,34.0,9.0,30209.0,F,licence,geologie,85.03,non,0
2436,2010-08-13,brun,23.0,9.0,36745.0,,master,forage,87.99,oui,0
2437,2012-05-20,chatain,33.0,13.0,32292.0,F,doctorat,archeologie,82.43,oui,0
2438,2011-04-01,brun,33.0,9.0,34510.0,M,master,detective,57.99,oui,0
2439,2014-05-18,brun,21.0,14.0,34296.0,M,licence,forage,76.87,non,0
2440,2010-08-06,brun,42.0,7.0,37144.0,F,licence,archeologie,78.49,oui,0
2441,2012-02-19,brun,48.0,3.0,31211.0,M,licence,geologie,68.13,non,0
2442,,blond,41.0,16.0,35202.0,M,master,forage,68.53,oui,0
2443,2013-10-21,blond,44.0,7.0,31558.0,F,master,archeologie,96.89,oui,0
2444,2010-01-11,brun,37.0,9.0,33582.0,F,licence,geologie,91.49,non,0
2445,2010-03-18,roux,39.0,13.0,37959.0,M,licence,forage,101.62,oui,1
2446,2010-08-25,blond,47.0,10.0,44631.0,M,licence,archeologie,71.51,oui,0
